location_name,time,date,latitude,longitude
Holly Park,2018/12/8 11:02,2018/12/8,37.737086,-122.419351
Holly Park,2018/12/8 11:02,2018/12/8,37.736983,-122.419267
Holly Park,2018/12/8 11:02,2018/12/8,37.736983,-122.419267
Holly Park,2018/12/8 11:02,2018/12/8,37.736991,-122.419242
Holly Park,2018/12/8 11:02,2018/12/8,37.736991,-122.419242
Holly Park,2018/12/8 11:10,2018/12/8,37.736933,-122.419303
Holly Park,2018/11/22 11:40,2018/11/22,37.736466,-122.420503
Holly Park,2018/11/6 15:17,2018/11/6,37.737705,-122.420312
Holly Park,2018/11/6 15:17,2018/11/6,37.737705,-122.420312
Holly Park,2018/11/6 15:17,2018/11/6,37.737705,-122.420312
Holly Park,2018/11/10 11:11,2018/11/10,37.737575,-122.420234
Holly Park,2018/11/10 16:30,2018/11/10,37.737319,-122.420023
Holly Park,2018/11/10 16:30,2018/11/10,37.737319,-122.420023
Holly Park,2018/11/10 16:22,2018/11/10,37.737808,-122.419687
Holly Park,2018/11/10 16:22,2018/11/10,37.737808,-122.419687
Holly Park,2018/11/10 16:26,2018/11/10,37.738016,-122.41945
Holly Park,2018/11/10 16:26,2018/11/10,37.737705,-122.419412
Holly Park,2018/11/10 16:30,2018/11/10,37.737275,-122.419962
Holly Park,2018/10/23 13:52,2018/10/23,37.737888,-122.420189
Holly Park,2018/11/3 9:53,2018/11/3,37.73793,-122.419626
Holly Park,2018/11/3 9:53,2018/11/3,37.737266,-122.419984
Holly Park,2018/11/3 9:53,2018/11/3,37.737266,-122.419984
Holly Park,2018/11/6 15:17,2018/11/6,37.737919,-122.4197
Holly Park,2018/11/1 9:50,2018/11/1,37.737705,-122.420334
Holly Park,2018/10/23 13:52,2018/10/23,37.73788,-122.420181
Holly Park,2018/10/23 13:52,2018/10/23,37.737877,-122.420189
Holly Park,2018/10/23 13:52,2018/10/23,37.737877,-122.420189
Holly Park,2018/10/2 14:55,2018/10/2,37.737705,-122.420364
Holly Park,2018/10/2 14:55,2018/10/2,37.737705,-122.420364
Holly Park,2018/10/2 14:55,2018/10/2,37.737705,-122.420364
Holly Park,2018/10/19 9:30,2018/10/19,37.737822,-122.41945
Holly Park,2018/10/19 9:31,2018/10/19,37.737786,-122.419542
Holly Park,2018/10/19 9:31,2018/10/19,37.737786,-122.419542
Holly Park,2018/10/19 9:31,2018/10/19,37.737769,-122.419556
Holly Park,2018/10/19 9:31,2018/10/19,37.73775,-122.419587
Holly Park,2018/10/19 9:32,2018/10/19,37.737758,-122.419578
Holly Park,2018/10/19 15:43,2018/10/19,37.737594,-122.420517
Holly Park,2018/9/16 10:31,2018/9/16,37.73735,-122.420006
Holly Park,2018/9/16 10:31,2018/9/16,37.737216,-122.420084
Holly Park,2018/9/16 10:31,2018/9/16,37.737175,-122.420045
Holly Park,2018/9/16 10:41,2018/9/16,37.736633,-122.420464
Holly Park,2018/9/16 10:45,2018/9/16,37.737316,-122.420656
Holly Park,2018/9/18 15:06,2018/9/18,37.738175,-122.419739
Holly Park,2018/9/18 15:06,2018/9/18,37.737463,-122.420045
Holly Park,2018/9/18 15:07,2018/9/18,37.737505,-122.420053
Holly Park,2018/1/20 11:41,2018/1/20,37.736822,-122.419742
Holly Park,2021/12/24 15:15,2021/12/24,37.737886,-122.420431
Holly Park,2021/4/20 17:07,2021/4/20,37.737029,-122.420128
Golden Gate Heights Park,2014/5/18 11:15,2014/5/18,37.75065,-122.469373
Golden Gate Heights Park,2012/5/5 13:51,2012/5/5,37.750711,-122.469273
Golden Gate Heights Park,2010/1/25 12:14,2010/1/25,37.749997,-122.470442
Golden Gate Heights Park,2022/6/20 17:39,2022/6/20,37.75048,-122.470498
Golden Gate Heights Park,2022/6/20 17:37,2022/6/20,37.750091,-122.470542
Golden Gate Heights Park,2022/1/1 7:17,2022/1/1,37.7497,-122.469599
Golden Gate Heights Park,2021/11/6 16:44,2021/11/6,37.75018,-122.470581
Golden Gate Heights Park,2021/11/6 16:38,2021/11/6,37.749911,-122.470367
Golden Gate Heights Park,2021/11/6 16:30,2021/11/6,37.749847,-122.470498
Golden Gate Heights Park,2021/11/6 16:31,2021/11/6,37.749788,-122.470489
Golden Gate Heights Park,2021/11/6 16:36,2021/11/6,37.749894,-122.470392
Golden Gate Heights Park,2021/11/6 16:29,2021/11/6,37.749925,-122.470537
Golden Gate Heights Park,2021/11/6 16:32,2021/11/6,37.749838,-122.470437
Golden Gate Heights Park,2021/11/6 16:33,2021/11/6,37.749855,-122.470428
Golden Gate Heights Park,2021/11/6 16:29,2021/11/6,37.749911,-122.47055
Golden Gate Heights Park,2021/11/6 16:38,2021/11/6,37.749908,-122.470375
Golden Gate Heights Park,2021/11/6 16:40,2021/11/6,37.750063,-122.470528
Golden Gate Heights Park,2021/11/6 16:35,2021/11/6,37.749905,-122.470367
Golden Gate Heights Park,2021/11/6 16:29,2021/11/6,37.74985,-122.470437
Billy Goat Hill,2022/11/3 9:36,2022/11/3,37.741736,-122.432945
Billy Goat Hill,2022/11/3 9:41,2022/11/3,37.741377,-122.433303
Billy Goat Hill,2022/10/6 10:13,2022/10/6,37.741719,-122.433037
Billy Goat Hill,2021/11/7 7:09,2021/11/7,37.741632,-122.433228
Billy Goat Hill,2021/11/16 10:10,2021/11/16,37.741683,-122.432975
Balboa Natural Area,2022/8/6 21:57,2022/8/6,37.776175,-122.511039
Hawk Hill,2023/2/10 17:12,2023/2/10,37.746636,-122.467481
Hawk Hill,2023/2/10 17:12,2023/2/10,37.74665,-122.467709
Hawk Hill,2023/2/10 17:14,2023/2/10,37.74665,-122.467709
Hawk Hill,2023/2/10 17:19,2023/2/10,37.746611,-122.468203
Hawk Hill,2023/2/10 17:23,2023/2/10,37.746719,-122.468881
Hawk Hill,2023/2/10 17:24,2023/2/10,37.746719,-122.468881
Hawk Hill,2023/2/10 17:25,2023/2/10,37.746719,-122.468881
Hawk Hill,2023/2/10 17:25,2023/2/10,37.746719,-122.468881
Hawk Hill,2023/2/10 17:20,2023/2/10,37.746644,-122.468425
Kite Hill,2020/3/29 19:46,2020/3/29,37.7588,-122.441843
Kite Hill,2022/1/17 15:05,2022/1/17,37.758675,-122.441659
Kite Hill,2021/10/28 8:01,2021/10/28,37.758325,-122.44137
Kite Hill,2021/3/21 12:18,2021/3/21,37.758419,-122.441559
McKinley Square,2023/4/9 13:43,2023/4/9,37.759827,-122.405195
McKinley Square,2022/10/22 18:35,2022/10/22,37.758625,-122.4046
Midtown Terrace Playground,2021/7/23 18:29,2021/7/23,37.751536,-122.456062
Potrero Hill Rec Center,2022/3/25 16:37,2022/3/25,37.75633,-122.397812
South Park,2020/7/12 12:35,2020/7/12,37.781491,-122.394162
South Park,2021/5/19 14:25,2021/5/19,37.781627,-122.39387
Alamo Square,2022/10/1 0:00,2022/10/1,37.776032,-122.433464
Alamo Square,2022/10/1 0:00,2022/10/1,37.776153,-122.433948
Alamo Square,2023/3/31 10:54,2023/3/31,37.776328,-122.433893
Alamo Square,2022/9/3 11:52,2022/9/3,37.776096,-122.433451
Alamo Square,2012/9/20 14:05,2012/9/20,37.776277,-122.433475
Alamo Square,2022/12/11 16:11,2022/12/11,37.775638,-122.433975
Alamo Square,2022/12/11 16:11,2022/12/11,37.77563,-122.433962
Alamo Square,2022/12/13 15:49,2022/12/13,37.776147,-122.433434
Alamo Square,2022/12/13 15:50,2022/12/13,37.776088,-122.433648
Alamo Square,2022/12/13 15:51,2022/12/13,37.776072,-122.4337
Alamo Square,2023/2/25 13:42,2023/2/25,37.776657,-122.434473
Alamo Square,2023/2/25 13:33,2023/2/25,37.776929,-122.433511
Alamo Square,2022/9/28 12:44,2022/9/28,37.776472,-122.433606
Alamo Square,2022/9/28 12:44,2022/9/28,37.776472,-122.433606
Alamo Square,2022/9/28 12:40,2022/9/28,37.776472,-122.433606
Alamo Square,2022/9/28 12:40,2022/9/28,37.776472,-122.433606
Alamo Square,2022/9/28 12:37,2022/9/28,37.776472,-122.433606
Alamo Square,2022/9/28 12:36,2022/9/28,37.776472,-122.433606
Alamo Square,2022/9/28 12:35,2022/9/28,37.776472,-122.433606
