location_name,time,date,latitude,longitude
Union Square,2023-01-13 16:33:56,2023-01-13,37.78807,-122.407522
Union Square,2023-01-13 16:34:48,2023-01-13,37.78807,-122.407522
Union Square,2022-09-05 12:38:41,2022-09-05,37.787883,-122.407998
Union Square,2023-01-06 15:32:01,2023-01-06,37.78807,-122.407522
Union Square,2023-01-06 15:51:07,2023-01-06,37.787784,-122.407107
Union Square,2023-01-06 15:54:05,2023-01-06,37.788072,-122.408062
Union Square,2023-01-07 16:01:28,2023-01-07,37.788138,-122.407295
Union Square,2023-01-06 15:42:01,2023-01-06,37.78807,-122.407522
Union Square,2023-01-06 15:55:54,2023-01-06,37.78807,-122.407522
Union Square,2023-01-06 15:54:14,2023-01-06,37.788072,-122.408062
Union Square,2023-01-06 15:55:25,2023-01-06,37.78807,-122.407522
Union Square,2023-01-06 15:55:29,2023-01-06,37.78807,-122.407522
Union Square,2023-01-06 15:56:09,2023-01-06,37.78807,-122.407522
Union Square,2023-01-06 15:56:20,2023-01-06,37.78807,-122.407522
